label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
H,0.7443951368331909,0.7242863774299622,3.743011589563139e-08,0.6576194763183594,0.7373758554458618,0.005695938132703304,0.5943008661270142,0.7138000726699829,-0.0009707805584184825,0.5512734651565552,0.6988009810447693,-0.01584576442837715,0.5178685188293457,0.681789219379425,-0.02888849936425686,0.5732016563415527,0.5557544827461243,0.017566923052072525,0.49651819467544556,0.568127453327179,-6.006631338095758e-06,0.4457581043243408,0.5695833563804626,-0.015195876359939575,0.4032024145126343,0.5641855001449585,-0.026959899812936783,0.5873380303382874,0.5400638580322266,-0.00495871203020215,0.4945696294307709,0.56303471326828,-0.027350738644599915,0.435990571975708,0.5694476962089539,-0.04401859641075134,0.3894581198692322,0.5689440369606018,-0.05480296537280083,0.605140745639801,0.5503411293029785,-0.02947947010397911,0.5348529815673828,0.6423943042755127,-0.05239817127585411,0.5658372640609741,0.6889633536338806,-0.04762129485607147,0.5925572514533997,0.697288453578949,-0.039574913680553436,0.6216919422149658,0.5855782628059387,-0.055678658187389374,0.567395806312561,0.6634969115257263,-0.0677889883518219,0.5903695225715637,0.6960381269454956,-0.05929034575819969,0.6125813722610474,0.6950019598007202,-0.050502173602581024
I,0.6375426650047302,0.8345491290092468,-5.081609515400487e-07,0.560878574848175,0.845055103302002,-0.03256932273507118,0.48096370697021484,0.76911860704422,-0.04777493327856064,0.4813767373561859,0.6696930527687073,-0.06408978998661041,0.5455732345581055,0.6287856698036194,-0.07235582172870636,0.48105189204216003,0.6578836441040039,-0.010378128848969936,0.44343510270118713,0.5868034362792969,-0.04469585046172142,0.4742963910102844,0.6584780812263489,-0.05925498530268669,0.4964987337589264,0.6839824914932251,-0.06521981954574585,0.5201522707939148,0.6137853860855103,-0.009075072593986988,0.49204668402671814,0.5331093072891235,-0.05227353423833847,0.5212166905403137,0.6213045716285706,-0.0557267963886261,0.5382069945335388,0.654241681098938,-0.0451488271355629,0.5652191638946533,0.5868819952011108,-0.015279022976756096,0.5402700304985046,0.49138399958610535,-0.05010007694363594,0.5598647594451904,0.578850507736206,-0.03352478891611099,0.5746185779571533,0.6342989802360535,-0.009895906783640385,0.6112027168273926,0.5739619731903076,-0.02628319524228573,0.594039797782898,0.4887976050376892,-0.0459892600774765,0.5775289535522461,0.43679648637771606,-0.045003216713666916,0.5593730807304382,0.3770068883895874,-0.038141701370477676
V,0.7152001261711121,0.7779229879379272,4.789000058735837e-07,0.6417844891548157,0.720258355140686,-0.01718892902135849,0.6103914380073547,0.6060976982116699,-0.02353961393237114,0.6458151936531067,0.5109024047851562,-0.03434813395142555,0.6898623108863831,0.4647081196308136,-0.04394589737057686,0.6317887306213379,0.5210232734680176,-0.002400072757154703,0.6025811433792114,0.4226037561893463,-0.020849090069532394,0.5867988467216492,0.3607364296913147,-0.03280692175030708,0.5777972936630249,0.30830129981040955,-0.04144158959388733,0.6835598349571228,0.5095553398132324,-0.011598066426813602,0.6781057715415955,0.38619130849838257,-0.03346982225775719,0.669777512550354,0.31295591592788696,-0.04847821965813637,0.6706884503364563,0.2501539885997772,-0.05625896155834198,0.734061062335968,0.5274274945259094,-0.024590633809566498,0.7352927923202515,0.449576199054718,-0.0584011934697628,0.7023440003395081,0.5170755386352539,-0.06109431013464928,0.6858015656471252,0.575446605682373,-0.052257437258958817,0.7809641361236572,0.5630972981452942,-0.03922979161143303,0.7689071297645569,0.5059353709220886,-0.06291398406028748,0.734068751335144,0.535160481929779,-0.05939659848809242,0.7112226486206055,0.5677546262741089,-0.05081427842378616
K,0.7058273553848267,0.7964721918106079,5.707794912268582e-07,0.6433610916137695,0.7647438049316406,-0.02330501563847065,0.5914589762687683,0.6797831058502197,-0.03704734891653061,0.6167339086532593,0.6056987047195435,-0.052987635135650635,0.6575095057487488,0.5550531148910522,-0.06848853826522827,0.5939849615097046,0.5394560694694519,-0.022331008687615395,0.5499934554100037,0.44973865151405334,-0.046449512243270874,0.5230342149734497,0.3944219946861267,-0.0609169527888298,0.5023593902587891,0.3466572165489197,-0.07087088376283646,0.6472979784011841,0.5207606554031372,-0.032654762268066406,0.6339899897575378,0.3933063745498657,-0.05899079516530037,0.6210743188858032,0.3187309205532074,-0.07753224670886993,0.6148021817207336,0.2561067044734955,-0.0872165858745575,0.6993333697319031,0.5381385087966919,-0.0459279827773571,0.685276448726654,0.495697021484375,-0.08538461476564407,0.6620173454284668,0.57381272315979,-0.09349314868450165,0.6529275178909302,0.6289100646972656,-0.0881890133023262,0.7429593801498413,0.5760092735290527,-0.060725558549165726,0.7099984288215637,0.5692550539970398,-0.09225016832351685,0.6877641677856445,0.6311784386634827,-0.09166109561920166,0.6824961304664612,0.6751762628555298,-0.0842335969209671
L,0.6685273051261902,0.9022238254547119,-2.534154077693529e-07,0.5769372582435608,0.867061972618103,-0.02408939227461815,0.4813653230667114,0.8007794618606567,-0.04532656446099281,0.4057995676994324,0.7876805067062378,-0.07046100497245789,0.34892672300338745,0.8030334711074829,-0.09698309004306793,0.5472983717918396,0.5912739038467407,-0.0171526949852705,0.5152413249015808,0.4733673334121704,-0.046347685158252716,0.4998503029346466,0.39772912859916687,-0.06607428938150406,0.4894614815711975,0.33365002274513245,-0.08216144889593124,0.6046176552772522,0.5790640115737915,-0.030047938227653503,0.556627631187439,0.5435718894004822,-0.08530783653259277,0.5486490726470947,0.6529062986373901,-0.09732607752084732,0.5582870244979858,0.7206532955169678,-0.09202823787927628,0.662966251373291,0.5953058004379272,-0.047593869268894196,0.6175965070724487,0.5945770144462585,-0.09663264453411102,0.6097465753555298,0.6955335140228271,-0.08514439314603806,0.6192973852157593,0.7437615394592285,-0.06437662243843079,0.7209556102752686,0.6287142634391785,-0.06795446574687958,0.6784120798110962,0.6111273169517517,-0.09175728261470795,0.6546435356140137,0.6898798942565918,-0.07539588958024979,0.6523820161819458,0.7326571345329285,-0.05687965452671051
M,0.7388919591903687,0.9503780007362366,-7.235311159092817e-07,0.666246235370636,0.9347188472747803,-0.018937816843390465,0.5975555181503296,0.8639826774597168,-0.030440496280789375,0.5706828236579895,0.807597279548645,-0.04550056904554367,0.5929536819458008,0.7791448831558228,-0.0564134307205677,0.624355673789978,0.7095993757247925,-0.008214626461267471,0.5970089435577393,0.6831303834915161,-0.041947174817323685,0.5992726683616638,0.7690421938896179,-0.058670155704021454,0.6057752370834351,0.837405800819397,-0.06306249648332596,0.6729689836502075,0.6945930123329163,-0.01436007209122181,0.643855094909668,0.6614237427711487,-0.06257794052362442,0.6383779048919678,0.7651740312576294,-0.07938650995492935,0.6406000852584839,0.8422408699989319,-0.07736735045909882,0.7259710431098938,0.6932753324508667,-0.02554677426815033,0.7003404498100281,0.6428667902946472,-0.07139412313699722,0.6818838715553284,0.7371358871459961,-0.07689864933490753,0.6729896664619446,0.8146037459373474,-0.0647619441151619,0.7767361998558044,0.7019338607788086,-0.037796590477228165,0.7669752240180969,0.607155978679657,-0.06491975486278534,0.7552027702331543,0.5459908246994019,-0.07358703762292862,0.7439379096031189,0.4887145161628723,-0.07233648747205734
N,0.723766028881073,0.8648735284805298,-6.544499342453491e-07,0.6477484703063965,0.8361693620681763,-0.002043781103566289,0.6007574796676636,0.7678178548812866,-0.008026042953133583,0.5899648070335388,0.7069725394248962,-0.019829053431749344,0.6146047711372375,0.6611722707748413,-0.0289398655295372,0.634982168674469,0.6573413014411926,0.02429710514843464,0.6048502326011658,0.5940712094306946,-0.0015198104083538055,0.596089780330658,0.653003454208374,-0.021938446909189224,0.5996674299240112,0.7071453332901001,-0.0322907418012619,0.6678821444511414,0.6389357447624207,0.010701130144298077,0.6363937854766846,0.5739211440086365,-0.029471581801772118,0.6240185499191284,0.6410012245178223,-0.05157089978456497,0.6247081756591797,0.6980429291725159,-0.053200673311948776,0.7070788145065308,0.6270629167556763,-0.008129204623401165,0.6830902695655823,0.5383787155151367,-0.03421640396118164,0.65074622631073,0.48929116129875183,-0.0512833371758461,0.6277222037315369,0.44515261054039,-0.05652495473623276,0.7475224137306213,0.6247139573097229,-0.026884812861680984,0.7435050010681152,0.5443077087402344,-0.03389666602015495,0.7417569160461426,0.49267876148223877,-0.0354069322347641,0.7364946603775024,0.444940984249115,-0.03536136448383331
O,0.6955510973930359,0.6738093495368958,-7.214297852442542e-07,0.6105859875679016,0.6279211044311523,0.009323877282440662,0.5588855147361755,0.5640129446983337,0.007348021492362022,0.5203876495361328,0.520378589630127,-0.006024485919624567,0.5094937682151794,0.4708583652973175,-0.016789685934782028,0.6445948481559753,0.4248563349246979,0.04737269505858421,0.5962151885032654,0.3610989451408386,0.02755255065858364,0.5571550726890564,0.39331334829330444,0.00586956599727273,0.5434439778327942,0.4477885067462921,-0.0058422330766916275,0.6641729474067688,0.41314423084259033,0.02639172598719597,0.5994191765785217,0.3407244086265564,0.008987555280327797,0.5553867816925049,0.3857320249080658,-0.007150320801883936,0.5450491309165955,0.4431208670139313,-0.01427576132118702,0.675554096698761,0.41397878527641296,-5.6070737628033385e-05,0.6089123487472534,0.33151835203170776,-0.019829394295811653,0.5595195293426514,0.3775939643383026,-0.026477264240384102,0.547956109046936,0.4400273859500885,-0.025540217757225037,0.6705987453460693,0.4280194640159607,-0.027202889323234558,0.6114499568939209,0.35760441422462463,-0.04295462369918823,0.5655844211578369,0.38092800974845886,-0.043154627084732056,0.5467460751533508,0.43072161078453064,-0.038559041917324066
P,0.518754243850708,0.2475082129240036,3.0905800940672634e-07,0.4608866572380066,0.32166069746017456,0.015887590125203133,0.4496324956417084,0.4210380017757416,0.01405374426394701,0.47900936007499695,0.49135079979896545,0.007977104745805264,0.5164613723754883,0.5292923450469971,4.333573815529235e-05,0.4290182888507843,0.473428875207901,-0.0198145043104887,0.4294884204864502,0.5973196625709534,-0.032985132187604904,0.4291449189186096,0.669482409954071,-0.03841884434223175,0.4305703043937683,0.7238985300064087,-0.04062812775373459,0.4738713204860687,0.475843220949173,-0.03405351936817169,0.504897952079773,0.6154347658157349,-0.04500126093626022,0.5220298171043396,0.6996537446975708,-0.050136566162109375,0.537219762802124,0.7598849534988403,-0.05388503894209862,0.5199916362762451,0.4622877240180969,-0.04342129826545715,0.5612195730209351,0.5413995981216431,-0.04634776711463928,0.5532511472702026,0.5051881074905396,-0.03824295848608017,0.5418386459350586,0.4690050482749939,-0.031086590141057968,0.5624051690101624,0.4377858340740204,-0.0516689233481884,0.5834205746650696,0.48099401593208313,-0.048453181982040405,0.5748506188392639,0.4527153968811035,-0.035783905535936356,0.5631956458091736,0.42302438616752625,-0.024433808401226997
R,0.7476059198379517,0.9111196398735046,3.1356711360785994e-07,0.6776130199432373,0.8776131272315979,-0.02251257374882698,0.6202609539031982,0.7854659557342529,-0.03300120308995247,0.642138659954071,0.6971268653869629,-0.04657639190554619,0.6855770349502563,0.6346208453178406,-0.05898262560367584,0.6221990585327148,0.6324012875556946,-0.001270380336791277,0.6112204790115356,0.5488253831863403,-0.0291607603430748,0.6177020072937012,0.48399221897125244,-0.05153920501470566,0.6294428110122681,0.43197405338287354,-0.06823443621397018,0.6712996959686279,0.6047369837760925,-0.013319786638021469,0.6267337203025818,0.49188047647476196,-0.04379286617040634,0.6058880090713501,0.44819802045822144,-0.06418252736330032,0.5988956093788147,0.4173029661178589,-0.07550332695245743,0.7245017886161804,0.6124423146247864,-0.030665932223200798,0.7046659588813782,0.5357969999313354,-0.0779152661561966,0.6911394000053406,0.6276470422744751,-0.08354738354682922,0.6883602142333984,0.6973631978034973,-0.07635579258203506,0.7781745791435242,0.6478961110115051,-0.05008459836244583,0.7396653890609741,0.6406546831130981,-0.09166810661554337,0.7234618663787842,0.7183100581169128,-0.09529542177915573,0.724574089050293,0.7693033814430237,-0.090171217918396
S,0.729399561882019,0.845947265625,-6.778594183742825e-07,0.6455726027488708,0.8278521299362183,-0.023837139829993248,0.5643317699432373,0.7461450099945068,-0.03474144637584686,0.5658329129219055,0.6450836062431335,-0.04811456426978111,0.6260297298431396,0.5972952842712402,-0.05517057329416275,0.5729930996894836,0.6206766963005066,0.0055331639014184475,0.531805694103241,0.5779269337654114,-0.03400782123208046,0.5620712041854858,0.6582284569740295,-0.05321642756462097,0.5858274102210999,0.6698213219642639,-0.0627712681889534,0.6228533983230591,0.5900968313217163,-0.0022898265160620213,0.5867853760719299,0.5432889461517334,-0.04206317290663719,0.6092817187309265,0.6441801190376282,-0.04188156872987747,0.6276901364326477,0.6539584994316101,-0.03027331456542015,0.6762568950653076,0.5804882049560547,-0.019426466897130013,0.6428379416465759,0.530272901058197,-0.061360932886600494,0.6572434902191162,0.6383131146430969,-0.04241275042295456,0.6742776036262512,0.6588425636291504,-0.017131103202700615,0.7354907393455505,0.5848431587219238,-0.03996608778834343,0.6936081647872925,0.560400128364563,-0.06384330242872238,0.6963241100311279,0.6389930844306946,-0.04876221343874931,0.7115477323532104,0.6617794036865234,-0.030118942260742188
T,0.7292391061782837,0.8892790079116821,-8.798166959422815e-07,0.6445346474647522,0.8907800912857056,-0.006230328232049942,0.5696139335632324,0.841697633266449,-0.007014473434537649,0.54329514503479,0.7790613770484924,-0.015884429216384888,0.5640433430671692,0.73526531457901,-0.019856125116348267,0.5971469879150391,0.6936814188957214,0.026303395628929138,0.5551134943962097,0.6408483982086182,-0.0036235081497579813,0.5668365359306335,0.7124910354614258,-0.025005698204040527,0.5922682881355286,0.7719531059265137,-0.03295934572815895,0.6330038905143738,0.6677197217941284,0.01769149862229824,0.5908028483390808,0.6222760677337646,-0.016240194439888,0.6087567806243896,0.7105172276496887,-0.029377341270446777,0.6388736963272095,0.7692484259605408,-0.0269479900598526,0.6733706593513489,0.641703724861145,0.0030284556560218334,0.629291296005249,0.5765694379806519,-0.02657836675643921,0.6397818326950073,0.6592798233032227,-0.023187760263681412,0.6689059734344482,0.7242542505264282,-0.008742726407945156,0.7192288041114807,0.6203485727310181,-0.01364425290375948,0.688786506652832,0.5447964668273926,-0.029946254566311836,0.6749712228775024,0.5847929120063782,-0.024022778496146202,0.6807448863983154,0.6348530054092407,-0.0116366446018219
U,0.58849036693573,0.9152840971946716,5.322397669260681e-07,0.5312542915344238,0.8923622369766235,-0.03477344661951065,0.49230363965034485,0.844322919845581,-0.06614679098129272,0.5192875862121582,0.8018010854721069,-0.10025305300951004,0.5797105431556702,0.7814596891403198,-0.13035795092582703,0.5057217478752136,0.6649582386016846,-0.03420981764793396,0.4830322265625,0.5743624567985535,-0.09079824388027191,0.47736096382141113,0.5318166613578796,-0.1316991001367569,0.47356316447257996,0.5562103390693665,-0.15222281217575073,0.5676479339599609,0.6557692289352417,-0.04584995657205582,0.5891836881637573,0.5329579710960388,-0.1063104122877121,0.586463212966919,0.5038899183273315,-0.1425577849149704,0.5768061876296997,0.5388379096984863,-0.1555958092212677,0.616227388381958,0.685036301612854,-0.06326857209205627,0.6424039602279663,0.632828414440155,-0.11449163407087326,0.6221562623977661,0.7049124240875244,-0.116350457072258,0.5970961451530457,0.7733014822006226,-0.10243753343820572,0.6573772430419922,0.7350577116012573,-0.08476850390434265,0.6669855117797852,0.7274476289749146,-0.1173115223646164,0.6444677114486694,0.7752909660339355,-0.11360073834657669,0.6174252033233643,0.8177912831306458,-0.10063250362873077
